repo_full_name,number,url,state,createdAt,closedAt,mergedAt,changedFiles,additions,deletions,desc_len,participants,comments,reviews,tempo_analise_horas
org1/repo1,9292,https://github.com/org1/repo1/pull/9292,MERGED,2025-04-01T19:15:17Z,,2025-04-07T00:47:46Z,7,89,133,986,4,7,1,125.541
org1/repo1,3991,https://github.com/org1/repo1/pull/3991,MERGED,2024-10-04T09:53:17Z,,2024-10-05T08:52:53Z,16,7,26,903,6,6,1,22.993
org10/repo10,7271,https://github.com/org10/repo10/pull/7271,MERGED,2024-11-23T11:35:17Z,,2024-11-28T09:52:21Z,6,284,90,984,3,14,5,118.284
org2/repo2,203,https://github.com/org2/repo2/pull/203,MERGED,2024-11-18T02:39:17Z,,2024-11-27T12:28:33Z,11,454,53,671,3,2,1,225.821
org1/repo1,7831,https://github.com/org1/repo1/pull/7831,MERGED,2024-09-26T07:21:17Z,,2024-09-30T01:23:35Z,13,282,68,543,2,11,2,90.038
org1/repo1,2020,https://github.com/org1/repo1/pull/2020,CLOSED,2025-04-07T00:22:17Z,2025-04-13T23:11:52Z,,7,82,10,540,3,2,1,166.826
org4/repo4,1400,https://github.com/org4/repo4/pull/1400,MERGED,2025-01-16T21:11:17Z,,2025-01-19T11:40:36Z,17,203,150,690,1,10,1,62.488
org4/repo4,6217,https://github.com/org4/repo4/pull/6217,MERGED,2024-07-17T06:23:17Z,,2024-07-24T04:40:14Z,15,193,172,111,4,0,1,166.282
org5/repo5,3473,https://github.com/org5/repo5/pull/3473,CLOSED,2025-03-10T08:44:17Z,2025-03-11T03:24:39Z,,1,245,108,1510,6,3,2,18.673
org1/repo1,506,https://github.com/org1/repo1/pull/506,MERGED,2025-09-10T12:37:17Z,,2025-09-16T23:04:20Z,10,243,195,102,4,22,1,154.451
org7/repo7,1755,https://github.com/org7/repo7/pull/1755,MERGED,2025-05-27T20:08:17Z,,2025-05-28T23:00:39Z,7,409,59,141,1,2,1,26.873
org2/repo2,2174,https://github.com/org2/repo2/pull/2174,MERGED,2025-08-05T22:40:17Z,,2025-08-07T23:52:12Z,7,237,86,1066,2,0,1,49.198
org9/repo9,7801,https://github.com/org9/repo9/pull/7801,CLOSED,2024-07-21T22:42:17Z,2024-07-29T09:39:43Z,,22,433,113,1112,4,14,2,178.957
org2/repo2,9414,https://github.com/org2/repo2/pull/9414,MERGED,2024-08-06T23:11:17Z,,2024-08-11T07:50:31Z,6,511,177,838,5,12,4,104.654
org10/repo10,5689,https://github.com/org10/repo10/pull/5689,MERGED,2024-07-29T13:05:17Z,,2024-08-04T07:48:36Z,4,389,126,731,4,17,1,138.722
org8/repo8,9196,https://github.com/org8/repo8/pull/9196,MERGED,2024-08-25T21:41:17Z,,2024-08-29T04:04:58Z,20,55,86,228,2,0,1,78.395
org9/repo9,8212,https://github.com/org9/repo9/pull/8212,CLOSED,2025-07-03T22:25:17Z,2025-07-10T05:48:00Z,,14,388,186,471,1,15,2,151.379
org9/repo9,2545,https://github.com/org9/repo9/pull/2545,MERGED,2024-07-11T04:39:17Z,,2024-07-16T17:33:05Z,1,283,86,1025,1,14,1,132.897
org5/repo5,4940,https://github.com/org5/repo5/pull/4940,MERGED,2024-09-04T11:29:17Z,,2024-09-12T21:58:02Z,2,295,152,446,5,9,3,202.479
org4/repo4,4239,https://github.com/org4/repo4/pull/4239,MERGED,2024-09-23T22:11:17Z,,2024-10-03T13:09:39Z,3,563,135,2,1,7,1,230.973
org4/repo4,6363,https://github.com/org4/repo4/pull/6363,CLOSED,2025-02-07T16:21:17Z,2025-02-11T16:07:12Z,,6,146,20,361,1,11,3,95.765
org7/repo7,91,https://github.com/org7/repo7/pull/91,CLOSED,2024-09-16T09:23:17Z,2024-09-24T22:04:55Z,,1,84,174,149,1,5,1,204.694
org4/repo4,2974,https://github.com/org4/repo4/pull/2974,MERGED,2024-11-07T16:52:17Z,,2024-11-12T00:40:42Z,2,103,112,721,5,5,1,103.807
org7/repo7,7910,https://github.com/org7/repo7/pull/7910,MERGED,2025-02-11T18:42:17Z,,2025-02-20T08:45:14Z,2,90,160,453,6,6,2,206.049
org5/repo5,8903,https://github.com/org5/repo5/pull/8903,CLOSED,2025-06-12T06:36:17Z,2025-06-20T02:14:05Z,,7,137,84,198,2,4,1,187.63
org6/repo6,8548,https://github.com/org6/repo6/pull/8548,MERGED,2025-04-06T14:34:17Z,,2025-04-16T02:05:06Z,6,55,94,470,5,5,3,227.513
org7/repo7,1008,https://github.com/org7/repo7/pull/1008,MERGED,2025-09-26T04:55:17Z,,2025-10-05T08:37:34Z,10,112,27,996,4,8,4,219.705
org4/repo4,6422,https://github.com/org4/repo4/pull/6422,CLOSED,2025-02-06T18:11:17Z,2025-02-08T01:13:12Z,,12,17,36,811,3,23,1,31.032
org7/repo7,7670,https://github.com/org7/repo7/pull/7670,CLOSED,2025-04-27T21:46:17Z,2025-05-04T09:40:38Z,,15,89,123,786,6,1,2,155.906
org3/repo3,7891,https://github.com/org3/repo3/pull/7891,MERGED,2025-09-24T07:30:17Z,,2025-09-27T02:59:44Z,6,414,38,978,2,0,5,67.491
org1/repo1,1398,https://github.com/org1/repo1/pull/1398,CLOSED,2024-07-30T23:24:17Z,2024-08-03T05:19:59Z,,3,57,72,127,1,6,2,77.928
org5/repo5,4097,https://github.com/org5/repo5/pull/4097,MERGED,2024-11-24T22:44:17Z,,2024-11-26T08:59:38Z,9,56,214,1497,3,1,3,34.256
org2/repo2,8987,https://github.com/org2/repo2/pull/8987,MERGED,2024-08-19T05:28:17Z,,2024-08-22T04:45:43Z,3,236,129,1057,1,8,2,71.291
org7/repo7,3837,https://github.com/org7/repo7/pull/3837,MERGED,2024-08-04T12:51:17Z,,2024-08-09T11:11:36Z,5,240,27,728,1,2,5,118.338
org8/repo8,9218,https://github.com/org8/repo8/pull/9218,MERGED,2025-01-14T22:03:17Z,,2025-01-23T07:47:26Z,9,179,214,1270,4,4,1,201.736
org10/repo10,752,https://github.com/org10/repo10/pull/752,CLOSED,2024-10-11T03:22:17Z,2024-10-21T03:07:41Z,,14,335,92,448,3,13,2,239.757
org6/repo6,5593,https://github.com/org6/repo6/pull/5593,CLOSED,2025-01-25T16:48:17Z,2025-01-31T05:47:42Z,,10,184,179,698,3,4,3,132.99
org8/repo8,6615,https://github.com/org8/repo8/pull/6615,MERGED,2025-04-10T16:04:17Z,,2025-04-19T09:34:59Z,11,420,138,898,2,2,2,209.512
org1/repo1,6536,https://github.com/org1/repo1/pull/6536,MERGED,2024-09-22T02:25:17Z,,2024-09-26T03:52:07Z,8,150,118,1500,4,5,2,97.447
org1/repo1,8206,https://github.com/org1/repo1/pull/8206,MERGED,2024-12-22T11:57:17Z,,2024-12-28T15:57:45Z,6,8,60,417,2,0,2,148.008
org3/repo3,606,https://github.com/org3/repo3/pull/606,MERGED,2025-02-21T18:15:17Z,,2025-03-02T21:38:05Z,6,7,226,831,1,5,3,219.38
org7/repo7,562,https://github.com/org7/repo7/pull/562,MERGED,2025-04-22T18:54:17Z,,2025-04-28T10:49:29Z,15,111,94,583,3,1,1,135.92
org2/repo2,232,https://github.com/org2/repo2/pull/232,CLOSED,2024-10-15T20:43:17Z,2024-10-21T18:47:40Z,,3,422,76,522,3,3,1,142.073
org3/repo3,255,https://github.com/org3/repo3/pull/255,MERGED,2025-02-26T23:21:17Z,,2025-03-05T19:27:27Z,11,203,125,527,6,7,2,164.103
org3/repo3,822,https://github.com/org3/repo3/pull/822,CLOSED,2025-03-21T17:34:17Z,2025-03-28T20:49:26Z,,18,210,48,211,1,9,3,171.252
org5/repo5,863,https://github.com/org5/repo5/pull/863,CLOSED,2024-09-30T16:21:17Z,2024-10-01T06:53:13Z,,5,10,23,950,1,4,3,14.532
org6/repo6,6023,https://github.com/org6/repo6/pull/6023,MERGED,2024-12-05T05:53:17Z,,2024-12-09T22:38:26Z,1,307,79,958,2,8,1,112.752
org8/repo8,4457,https://github.com/org8/repo8/pull/4457,MERGED,2024-08-19T22:45:17Z,,2024-08-23T06:53:14Z,2,39,133,123,5,2,3,80.133
org5/repo5,9580,https://github.com/org5/repo5/pull/9580,MERGED,2025-02-23T08:57:17Z,,2025-02-27T05:55:14Z,9,237,17,44,4,3,3,92.966
org3/repo3,9612,https://github.com/org3/repo3/pull/9612,MERGED,2024-08-03T20:25:17Z,,2024-08-11T16:21:47Z,17,512,146,688,6,4,1,187.942
org8/repo8,5683,https://github.com/org8/repo8/pull/5683,CLOSED,2025-01-02T02:47:17Z,2025-01-07T15:40:12Z,,5,311,248,998,2,2,1,132.882
org8/repo8,3385,https://github.com/org8/repo8/pull/3385,MERGED,2025-05-19T17:33:17Z,,2025-05-19T19:48:13Z,1,163,67,827,1,11,2,2.249
org6/repo6,7809,https://github.com/org6/repo6/pull/7809,MERGED,2025-01-10T18:09:17Z,,2025-01-12T15:33:04Z,20,337,230,322,5,0,3,45.396
org3/repo3,4036,https://github.com/org3/repo3/pull/4036,MERGED,2025-09-05T17:58:17Z,,2025-09-14T09:54:03Z,6,236,80,802,2,15,3,207.929
org10/repo10,7968,https://github.com/org10/repo10/pull/7968,CLOSED,2024-11-30T23:08:17Z,2024-12-03T13:55:17Z,,11,169,198,789,1,11,1,62.783
org1/repo1,5552,https://github.com/org1/repo1/pull/5552,MERGED,2025-06-21T01:57:17Z,,2025-06-21T22:01:56Z,2,91,144,982,3,4,1,20.078
org2/repo2,1474,https://github.com/org2/repo2/pull/1474,MERGED,2025-05-21T14:45:17Z,,2025-05-23T22:43:29Z,5,408,33,1059,6,2,3,55.97
org4/repo4,2821,https://github.com/org4/repo4/pull/2821,MERGED,2025-09-11T06:59:17Z,,2025-09-11T21:12:53Z,22,290,84,1239,2,5,1,14.226
org6/repo6,95,https://github.com/org6/repo6/pull/95,MERGED,2025-06-16T18:34:17Z,,2025-06-19T18:16:54Z,9,224,42,544,4,11,3,71.71
org3/repo3,7232,https://github.com/org3/repo3/pull/7232,MERGED,2025-06-01T11:23:17Z,,2025-06-08T06:01:21Z,8,103,313,931,4,22,4,162.634
org3/repo3,7328,https://github.com/org3/repo3/pull/7328,MERGED,2025-08-10T21:28:17Z,,2025-08-11T02:41:17Z,1,376,74,722,4,1,3,5.217
org1/repo1,2954,https://github.com/org1/repo1/pull/2954,MERGED,2024-09-28T04:46:17Z,,2024-10-07T02:12:27Z,12,371,90,802,1,3,2,213.436
org2/repo2,5212,https://github.com/org2/repo2/pull/5212,MERGED,2025-02-06T21:14:17Z,,2025-02-08T10:02:48Z,4,4,39,1214,2,7,1,36.809
