repo_full_name,number,url,state,createdAt,closedAt,mergedAt,changedFiles,additions,deletions,desc_len,participants,comments,reviews,tempo_analise_horas
org10/repo10,5593,https://github.com/org10/repo10/pull/5593,MERGED,2025-07-05T20:28:54Z,,2025-07-06T16:15:54Z,10,96,196,836,2,1,1,19.783
org9/repo9,1840,https://github.com/org9/repo9/pull/1840,MERGED,2024-07-03T14:30:54Z,,2024-07-03T19:00:19Z,8,273,71,945,2,9,2,4.49
org10/repo10,9113,https://github.com/org10/repo10/pull/9113,MERGED,2024-08-17T03:56:54Z,,2024-08-18T03:06:07Z,11,39,80,579,4,6,3,23.154
org8/repo8,13523,https://github.com/org8/repo8/pull/13523,MERGED,2025-04-11T02:35:54Z,,2025-04-11T17:01:36Z,5,116,93,266,9,9,1,14.428
org3/repo3,5089,https://github.com/org3/repo3/pull/5089,CLOSED,2025-08-04T15:21:54Z,2025-08-04T17:26:04Z,,10,109,22,60,3,2,3,2.069
org10/repo10,9786,https://github.com/org10/repo10/pull/9786,MERGED,2024-10-17T04:10:54Z,,2024-10-17T10:49:51Z,17,34,154,393,1,12,1,6.649
org1/repo1,94,https://github.com/org1/repo1/pull/94,MERGED,2025-04-26T10:31:54Z,,2025-04-26T17:21:27Z,7,386,24,975,3,5,2,6.826
org9/repo9,8466,https://github.com/org9/repo9/pull/8466,MERGED,2024-08-08T22:26:54Z,,2024-08-09T04:52:14Z,1,96,15,1269,4,3,4,6.422
org5/repo5,13088,https://github.com/org5/repo5/pull/13088,CLOSED,2025-09-19T23:08:54Z,2025-09-20T05:26:31Z,,1,82,151,748,1,10,2,6.294
org3/repo3,12098,https://github.com/org3/repo3/pull/12098,MERGED,2025-07-25T05:13:54Z,,2025-07-25T09:53:08Z,1,221,191,272,2,4,2,4.654
org4/repo4,4237,https://github.com/org4/repo4/pull/4237,MERGED,2025-02-28T17:25:54Z,,2025-02-28T20:11:29Z,23,183,198,633,7,9,1,2.76
org4/repo4,9701,https://github.com/org4/repo4/pull/9701,MERGED,2025-05-11T10:27:54Z,,2025-05-12T04:34:38Z,9,63,85,347,4,10,1,18.112
org7/repo7,625,https://github.com/org7/repo7/pull/625,MERGED,2025-04-26T18:11:54Z,,2025-04-27T07:33:56Z,17,20,291,1130,4,15,2,13.367
org1/repo1,9828,https://github.com/org1/repo1/pull/9828,CLOSED,2024-06-25T21:59:54Z,2024-06-26T01:23:04Z,,12,130,134,363,2,24,3,3.386
org4/repo4,7365,https://github.com/org4/repo4/pull/7365,MERGED,2025-01-31T02:16:54Z,,2025-01-31T20:26:53Z,12,112,192,1170,2,4,3,18.166
org5/repo5,8652,https://github.com/org5/repo5/pull/8652,CLOSED,2025-02-28T12:31:54Z,2025-02-28T16:07:45Z,,4,379,253,703,6,12,3,3.598
org2/repo2,6039,https://github.com/org2/repo2/pull/6039,MERGED,2024-08-13T07:27:54Z,,2024-08-13T12:08:18Z,15,96,84,490,5,6,2,4.673
org10/repo10,6363,https://github.com/org10/repo10/pull/6363,MERGED,2025-05-14T15:18:54Z,,2025-05-15T04:55:58Z,27,344,22,807,3,2,1,13.618
org6/repo6,8043,https://github.com/org6/repo6/pull/8043,MERGED,2025-02-19T17:44:54Z,,2025-02-21T04:24:14Z,15,316,128,1231,4,7,2,34.656
org7/repo7,714,https://github.com/org7/repo7/pull/714,MERGED,2025-04-08T07:22:54Z,,2025-04-08T10:29:18Z,5,144,40,976,1,11,1,3.107
org1/repo1,5288,https://github.com/org1/repo1/pull/5288,MERGED,2025-07-11T03:53:54Z,,2025-07-11T13:50:43Z,18,297,56,1460,3,8,2,9.947
org1/repo1,14657,https://github.com/org1/repo1/pull/14657,MERGED,2025-05-28T17:31:54Z,,2025-05-28T19:04:38Z,13,210,178,313,4,1,1,1.545
org6/repo6,1153,https://github.com/org6/repo6/pull/1153,CLOSED,2025-04-14T03:49:54Z,2025-04-14T06:46:00Z,,11,107,360,1200,5,4,1,2.935
org1/repo1,11770,https://github.com/org1/repo1/pull/11770,CLOSED,2025-06-03T20:48:54Z,2025-06-03T22:33:54Z,,8,411,278,24,3,10,1,1.75
org9/repo9,12881,https://github.com/org9/repo9/pull/12881,MERGED,2024-06-17T20:12:54Z,,2024-06-18T03:43:15Z,4,168,108,638,2,1,2,7.506
org7/repo7,10168,https://github.com/org7/repo7/pull/10168,MERGED,2025-09-07T02:43:54Z,,2025-09-07T03:43:54Z,13,340,27,702,4,1,1,1.0
org10/repo10,2248,https://github.com/org10/repo10/pull/2248,CLOSED,2024-06-09T06:52:54Z,2024-06-09T13:51:18Z,,15,49,110,1065,1,7,4,6.973
org9/repo9,6498,https://github.com/org9/repo9/pull/6498,MERGED,2025-05-08T09:06:54Z,,2025-05-08T16:28:12Z,8,468,53,718,5,18,1,7.355
org2/repo2,6106,https://github.com/org2/repo2/pull/6106,CLOSED,2025-09-13T16:30:54Z,2025-09-13T22:44:00Z,,13,411,136,502,4,9,2,6.219
org2/repo2,8588,https://github.com/org2/repo2/pull/8588,MERGED,2024-10-06T01:45:54Z,,2024-10-06T16:10:26Z,17,212,24,1271,1,2,4,14.409
org6/repo6,13256,https://github.com/org6/repo6/pull/13256,MERGED,2024-11-18T11:30:54Z,,2024-11-18T12:45:41Z,25,304,200,723,4,10,2,1.246
org5/repo5,12485,https://github.com/org5/repo5/pull/12485,MERGED,2025-09-18T19:34:54Z,,2025-09-18T21:28:36Z,13,181,209,1008,3,7,1,1.895
org7/repo7,7721,https://github.com/org7/repo7/pull/7721,CLOSED,2025-03-22T03:31:54Z,2025-03-22T04:55:23Z,,9,84,135,189,1,10,2,1.391
org8/repo8,4931,https://github.com/org8/repo8/pull/4931,MERGED,2025-10-03T09:39:54Z,,2025-10-03T13:01:56Z,13,183,35,482,3,4,2,3.367
org5/repo5,5439,https://github.com/org5/repo5/pull/5439,CLOSED,2025-06-14T07:46:54Z,2025-06-14T12:20:32Z,,8,218,118,731,1,3,2,4.561
org6/repo6,6819,https://github.com/org6/repo6/pull/6819,MERGED,2025-07-13T19:49:54Z,,2025-07-14T01:49:45Z,9,24,152,1071,4,14,2,5.998
org5/repo5,2541,https://github.com/org5/repo5/pull/2541,CLOSED,2025-02-09T18:43:54Z,2025-02-10T18:47:22Z,,1,246,70,1480,1,2,1,24.058
org8/repo8,3177,https://github.com/org8/repo8/pull/3177,MERGED,2024-09-08T22:55:54Z,,2024-09-09T09:54:52Z,4,281,165,799,3,1,5,10.983
org4/repo4,477,https://github.com/org4/repo4/pull/477,CLOSED,2024-12-20T15:10:54Z,2024-12-21T05:47:14Z,,1,314,32,915,4,3,1,14.606
org3/repo3,2053,https://github.com/org3/repo3/pull/2053,MERGED,2025-08-18T22:03:54Z,,2025-08-19T07:24:51Z,13,162,116,65,2,1,2,9.349
org2/repo2,14503,https://github.com/org2/repo2/pull/14503,MERGED,2024-06-29T16:04:54Z,,2024-06-29T18:42:00Z,3,63,54,580,2,8,1,2.618
org1/repo1,3512,https://github.com/org1/repo1/pull/3512,MERGED,2024-10-06T00:42:54Z,,2024-10-07T03:06:24Z,6,69,98,491,1,5,1,26.392
org7/repo7,443,https://github.com/org7/repo7/pull/443,CLOSED,2024-05-31T07:39:54Z,2024-05-31T22:48:24Z,,1,72,194,1255,3,5,1,15.142
org3/repo3,4885,https://github.com/org3/repo3/pull/4885,MERGED,2024-07-31T09:31:54Z,,2024-07-31T13:06:40Z,4,97,104,1124,3,1,2,3.579
org9/repo9,7012,https://github.com/org9/repo9/pull/7012,MERGED,2024-06-14T23:24:54Z,,2024-06-15T07:10:24Z,14,78,50,387,1,7,1,7.758
org1/repo1,9963,https://github.com/org1/repo1/pull/9963,MERGED,2025-08-20T09:20:54Z,,2025-08-20T23:40:47Z,14,131,96,530,3,5,4,14.331
org1/repo1,9361,https://github.com/org1/repo1/pull/9361,MERGED,2025-02-13T20:42:54Z,,2025-02-14T01:02:44Z,16,227,111,165,1,5,2,4.331
org4/repo4,9964,https://github.com/org4/repo4/pull/9964,CLOSED,2025-09-08T08:56:54Z,2025-09-08T11:09:37Z,,21,157,74,1023,1,9,2,2.212
org4/repo4,14977,https://github.com/org4/repo4/pull/14977,MERGED,2025-01-14T02:40:54Z,,2025-01-14T06:19:31Z,9,162,20,381,4,15,2,3.644
org3/repo3,7648,https://github.com/org3/repo3/pull/7648,MERGED,2024-08-14T04:47:54Z,,2024-08-14T12:51:02Z,12,184,944,1641,1,3,4,8.052
org6/repo6,11811,https://github.com/org6/repo6/pull/11811,MERGED,2025-06-08T21:22:54Z,,2025-06-09T10:03:11Z,16,258,43,194,1,1,3,12.671
org5/repo5,11680,https://github.com/org5/repo5/pull/11680,MERGED,2025-08-01T14:54:54Z,,2025-08-01T19:37:23Z,24,42,73,1334,6,0,3,4.708
org2/repo2,926,https://github.com/org2/repo2/pull/926,MERGED,2024-12-28T03:31:54Z,,2024-12-28T17:40:24Z,3,284,106,601,4,6,1,14.142
org9/repo9,427,https://github.com/org9/repo9/pull/427,MERGED,2024-09-04T00:44:54Z,,2024-09-05T01:51:52Z,5,417,10,1260,2,8,2,25.116
org10/repo10,13349,https://github.com/org10/repo10/pull/13349,MERGED,2024-12-16T15:49:54Z,,2024-12-17T10:39:09Z,4,130,68,1053,3,8,3,18.821
org7/repo7,1105,https://github.com/org7/repo7/pull/1105,CLOSED,2024-06-15T06:07:54Z,2024-06-15T07:48:21Z,,8,165,112,2051,4,15,1,1.674
org6/repo6,6219,https://github.com/org6/repo6/pull/6219,MERGED,2024-10-29T15:42:54Z,,2024-10-30T07:45:45Z,22,108,53,73,1,18,1,16.047
org6/repo6,6149,https://github.com/org6/repo6/pull/6149,MERGED,2024-12-17T03:51:54Z,,2024-12-17T10:55:21Z,15,177,119,784,5,3,1,7.058
org7/repo7,4918,https://github.com/org7/repo7/pull/4918,CLOSED,2024-08-11T15:39:54Z,2024-08-11T22:59:31Z,,2,85,78,1574,1,14,1,7.327
org8/repo8,6383,https://github.com/org8/repo8/pull/6383,CLOSED,2025-03-08T20:04:54Z,2025-03-10T06:22:45Z,,7,352,1299,1311,5,1,3,34.298
org1/repo1,1310,https://github.com/org1/repo1/pull/1310,MERGED,2025-06-01T16:40:54Z,,2025-06-02T07:25:44Z,8,189,34,578,1,4,3,14.747
org6/repo6,4914,https://github.com/org6/repo6/pull/4914,MERGED,2024-07-31T08:27:54Z,,2024-07-31T12:04:08Z,12,662,244,492,2,1,2,3.604
org9/repo9,4827,https://github.com/org9/repo9/pull/4827,CLOSED,2025-10-02T19:00:54Z,2025-10-04T06:00:36Z,,21,99,26,1334,1,10,1,34.995
org2/repo2,12282,https://github.com/org2/repo2/pull/12282,CLOSED,2025-08-07T00:32:54Z,2025-08-07T11:24:42Z,,11,106,33,1077,3,7,6,10.863
org9/repo9,6335,https://github.com/org9/repo9/pull/6335,MERGED,2024-11-20T17:20:54Z,,2024-11-20T23:21:45Z,6,472,1468,498,2,2,3,6.014
org1/repo1,2622,https://github.com/org1/repo1/pull/2622,MERGED,2024-10-16T00:37:54Z,,2024-10-16T16:24:04Z,5,125,39,918,2,8,2,15.77
org7/repo7,9265,https://github.com/org7/repo7/pull/9265,CLOSED,2024-07-13T01:58:54Z,2024-07-13T10:40:15Z,,1,92,63,904,1,2,4,8.689
org7/repo7,11478,https://github.com/org7/repo7/pull/11478,MERGED,2025-08-24T18:46:54Z,,2025-08-25T05:53:52Z,5,147,67,924,2,0,2,11.116
org2/repo2,886,https://github.com/org2/repo2/pull/886,MERGED,2025-04-08T09:37:54Z,,2025-04-08T11:30:49Z,14,327,200,117,2,12,2,1.882
org9/repo9,12758,https://github.com/org9/repo9/pull/12758,MERGED,2024-08-28T00:29:54Z,,2024-08-28T10:28:38Z,11,286,80,3,3,21,3,9.979
org7/repo7,4995,https://github.com/org7/repo7/pull/4995,MERGED,2025-03-05T19:25:54Z,,2025-03-06T08:52:14Z,24,83,38,619,4,18,4,13.439
org10/repo10,11720,https://github.com/org10/repo10/pull/11720,MERGED,2024-12-26T12:42:54Z,,2024-12-26T20:10:03Z,20,201,126,750,1,4,1,7.453
org4/repo4,1589,https://github.com/org4/repo4/pull/1589,MERGED,2024-07-31T01:35:54Z,,2024-07-31T02:48:18Z,4,454,74,118,3,23,2,1.207
org2/repo2,12331,https://github.com/org2/repo2/pull/12331,CLOSED,2025-05-31T08:49:54Z,2025-06-03T09:05:02Z,,14,30,129,1904,4,1,3,72.252
org10/repo10,5004,https://github.com/org10/repo10/pull/5004,MERGED,2025-08-18T21:09:54Z,,2025-08-19T23:35:21Z,1,178,132,1389,2,0,3,26.424
org2/repo2,753,https://github.com/org2/repo2/pull/753,MERGED,2024-10-08T20:06:54Z,,2024-10-09T06:59:33Z,10,109,209,594,7,4,4,10.878
org8/repo8,3824,https://github.com/org8/repo8/pull/3824,MERGED,2025-02-04T10:47:54Z,,2025-02-05T07:52:26Z,13,142,265,901,1,7,3,21.076
org1/repo1,11674,https://github.com/org1/repo1/pull/11674,MERGED,2024-07-07T18:35:54Z,,2024-07-07T20:15:11Z,18,34,117,782,1,4,1,1.655
org5/repo5,7333,https://github.com/org5/repo5/pull/7333,MERGED,2025-09-28T11:42:54Z,,2025-09-28T22:27:06Z,5,183,128,1373,1,18,1,10.737
org1/repo1,10357,https://github.com/org1/repo1/pull/10357,MERGED,2025-01-15T12:25:54Z,,2025-01-15T15:10:13Z,6,38,18,955,1,0,3,2.739
org7/repo7,14839,https://github.com/org7/repo7/pull/14839,MERGED,2025-02-28T19:18:54Z,,2025-03-01T15:56:47Z,7,261,180,1066,2,0,1,20.631
org6/repo6,12235,https://github.com/org6/repo6/pull/12235,CLOSED,2025-07-02T20:31:54Z,2025-07-03T22:31:16Z,,13,130,82,1182,4,5,1,25.99
org10/repo10,2775,https://github.com/org10/repo10/pull/2775,CLOSED,2024-11-17T10:37:54Z,2024-11-18T01:21:57Z,,6,44,298,1726,3,5,2,14.734
org10/repo10,7082,https://github.com/org10/repo10/pull/7082,MERGED,2024-09-09T16:09:54Z,,2024-09-09T21:30:31Z,6,74,40,502,2,6,3,5.344
org4/repo4,13393,https://github.com/org4/repo4/pull/13393,CLOSED,2025-07-17T09:16:54Z,2025-07-17T12:03:24Z,,13,65,34,996,1,4,1,2.775
org7/repo7,12938,https://github.com/org7/repo7/pull/12938,MERGED,2025-03-19T07:42:54Z,,2025-03-19T12:06:07Z,14,271,31,241,6,8,4,4.387
org5/repo5,1318,https://github.com/org5/repo5/pull/1318,MERGED,2024-12-27T09:15:54Z,,2024-12-27T11:00:01Z,19,193,28,819,5,10,1,1.735
org10/repo10,12306,https://github.com/org10/repo10/pull/12306,MERGED,2024-12-28T10:50:54Z,,2024-12-28T12:33:34Z,18,113,42,527,1,4,2,1.711
org2/repo2,8789,https://github.com/org2/repo2/pull/8789,CLOSED,2024-07-22T23:08:54Z,2024-07-23T08:11:45Z,,1,332,41,923,4,11,4,9.048
org3/repo3,14597,https://github.com/org3/repo3/pull/14597,MERGED,2024-09-01T01:38:54Z,,2024-09-01T03:07:03Z,4,39,49,986,1,2,1,1.469
org4/repo4,441,https://github.com/org4/repo4/pull/441,MERGED,2025-06-04T08:38:54Z,,2025-06-04T12:36:08Z,24,61,422,1910,2,4,2,3.954
org7/repo7,699,https://github.com/org7/repo7/pull/699,CLOSED,2024-09-05T06:28:54Z,2024-09-05T10:17:49Z,,5,48,118,1218,1,11,1,3.815
org8/repo8,6559,https://github.com/org8/repo8/pull/6559,MERGED,2024-07-26T10:30:54Z,,2024-07-26T14:09:31Z,10,107,387,1462,5,11,1,3.644
org4/repo4,7066,https://github.com/org4/repo4/pull/7066,MERGED,2024-09-12T22:15:54Z,,2024-09-13T02:31:51Z,8,591,41,1390,1,2,1,4.266
org7/repo7,3634,https://github.com/org7/repo7/pull/3634,MERGED,2024-08-17T21:53:54Z,,2024-08-18T17:19:08Z,16,161,133,119,1,13,7,19.421
org7/repo7,3353,https://github.com/org7/repo7/pull/3353,MERGED,2025-09-20T13:56:54Z,,2025-09-21T08:59:56Z,6,227,16,702,2,15,3,19.051
org9/repo9,11863,https://github.com/org9/repo9/pull/11863,MERGED,2024-10-18T11:15:54Z,,2024-10-19T05:25:16Z,1,121,44,1227,3,7,1,18.156
org9/repo9,2165,https://github.com/org9/repo9/pull/2165,MERGED,2024-07-19T03:35:54Z,,2024-07-20T16:29:48Z,7,152,907,1576,3,11,1,36.899
org8/repo8,9615,https://github.com/org8/repo8/pull/9615,CLOSED,2024-11-18T05:35:54Z,2024-11-18T09:18:01Z,,15,97,70,72,1,1,1,3.702
org9/repo9,11297,https://github.com/org9/repo9/pull/11297,CLOSED,2025-01-22T20:37:54Z,2025-01-24T09:27:45Z,,9,158,250,648,4,7,1,36.831
org8/repo8,10473,https://github.com/org8/repo8/pull/10473,MERGED,2025-07-09T09:54:54Z,,2025-07-09T21:59:41Z,4,221,65,1106,5,4,1,12.08
org7/repo7,11499,https://github.com/org7/repo7/pull/11499,MERGED,2024-06-12T23:45:54Z,,2024-06-13T02:44:33Z,10,142,20,1298,5,5,3,2.978
org8/repo8,587,https://github.com/org8/repo8/pull/587,MERGED,2025-03-11T13:28:54Z,,2025-03-11T23:09:58Z,3,144,120,713,1,4,1,9.685
org8/repo8,8618,https://github.com/org8/repo8/pull/8618,MERGED,2024-06-02T09:31:54Z,,2024-06-02T13:19:21Z,4,25,63,487,2,4,3,3.791
org1/repo1,2910,https://github.com/org1/repo1/pull/2910,MERGED,2024-12-24T06:22:54Z,,2024-12-24T13:13:21Z,15,74,160,897,1,6,1,6.841
org8/repo8,3181,https://github.com/org8/repo8/pull/3181,MERGED,2024-10-28T17:40:54Z,,2024-10-28T23:45:47Z,9,127,103,1094,1,8,1,6.082
org4/repo4,1113,https://github.com/org4/repo4/pull/1113,MERGED,2025-02-04T16:33:54Z,,2025-02-04T19:08:09Z,24,247,81,2032,1,3,1,2.571
org10/repo10,1078,https://github.com/org10/repo10/pull/1078,MERGED,2025-03-20T08:56:54Z,,2025-03-20T18:44:29Z,3,27,22,392,4,8,3,9.793
org10/repo10,14988,https://github.com/org10/repo10/pull/14988,MERGED,2025-09-04T04:39:54Z,,2025-09-04T13:37:23Z,4,584,45,962,1,2,1,8.958
org4/repo4,11789,https://github.com/org4/repo4/pull/11789,CLOSED,2024-07-08T03:57:54Z,2024-07-08T06:48:08Z,,15,130,197,1397,4,6,3,2.837
org6/repo6,2338,https://github.com/org6/repo6/pull/2338,MERGED,2025-02-16T07:02:54Z,,2025-02-16T10:59:13Z,12,25,35,1116,1,7,3,3.939
org3/repo3,14462,https://github.com/org3/repo3/pull/14462,MERGED,2025-07-28T10:03:54Z,,2025-07-28T16:40:13Z,2,286,522,1450,1,17,1,6.605
org10/repo10,11431,https://github.com/org10/repo10/pull/11431,MERGED,2025-08-26T14:54:54Z,,2025-08-27T18:15:47Z,9,231,310,273,5,5,3,27.348
org3/repo3,6547,https://github.com/org3/repo3/pull/6547,CLOSED,2024-11-23T14:25:54Z,2024-11-23T20:54:06Z,,8,47,68,1200,1,15,3,6.47
org5/repo5,7394,https://github.com/org5/repo5/pull/7394,MERGED,2024-09-02T23:40:54Z,,2024-09-03T01:36:05Z,9,199,76,970,4,2,3,1.92
org8/repo8,7495,https://github.com/org8/repo8/pull/7495,CLOSED,2025-06-04T08:58:54Z,2025-06-04T14:52:25Z,,2,207,53,647,4,8,3,5.892
org3/repo3,4328,https://github.com/org3/repo3/pull/4328,MERGED,2025-09-22T06:51:54Z,,2025-09-22T16:33:31Z,10,217,111,986,1,2,2,9.694
org4/repo4,9177,https://github.com/org4/repo4/pull/9177,CLOSED,2025-05-15T12:06:54Z,2025-05-15T18:04:22Z,,10,71,414,795,4,11,1,5.958
org10/repo10,14715,https://github.com/org10/repo10/pull/14715,CLOSED,2025-10-02T21:50:54Z,2025-10-03T02:17:14Z,,2,204,291,1131,1,13,4,4.439
org3/repo3,6924,https://github.com/org3/repo3/pull/6924,MERGED,2025-04-21T10:12:54Z,,2025-04-21T19:29:10Z,1,30,46,13,3,14,4,9.271
org7/repo7,4442,https://github.com/org7/repo7/pull/4442,CLOSED,2025-08-18T12:38:54Z,2025-08-19T05:36:08Z,,17,356,105,382,6,19,1,16.954
org8/repo8,464,https://github.com/org8/repo8/pull/464,CLOSED,2025-09-03T04:33:54Z,2025-09-04T04:41:57Z,,12,95,374,397,2,6,4,24.134
org2/repo2,10144,https://github.com/org2/repo2/pull/10144,CLOSED,2024-09-06T20:51:54Z,2024-09-07T01:20:17Z,,12,103,133,1582,5,7,2,4.473
org3/repo3,12228,https://github.com/org3/repo3/pull/12228,MERGED,2024-12-17T18:44:54Z,,2024-12-17T21:06:05Z,20,198,372,1040,3,6,1,2.353
org10/repo10,11709,https://github.com/org10/repo10/pull/11709,CLOSED,2025-10-05T00:08:54Z,2025-10-05T18:29:37Z,,16,101,162,955,2,1,1,18.345
org10/repo10,5568,https://github.com/org10/repo10/pull/5568,MERGED,2024-12-23T03:18:54Z,,2024-12-23T06:48:22Z,18,327,111,1418,3,4,3,3.491
org7/repo7,12518,https://github.com/org7/repo7/pull/12518,MERGED,2025-03-14T02:02:54Z,,2025-03-14T09:02:09Z,9,246,37,1524,4,2,3,6.988
org6/repo6,2548,https://github.com/org6/repo6/pull/2548,MERGED,2025-08-04T21:31:54Z,,2025-08-05T00:23:05Z,1,124,131,534,1,21,3,2.853
org10/repo10,4789,https://github.com/org10/repo10/pull/4789,CLOSED,2024-10-18T17:22:54Z,2024-10-18T20:42:01Z,,8,345,96,258,8,18,1,3.319
org7/repo7,13367,https://github.com/org7/repo7/pull/13367,MERGED,2025-06-25T16:28:54Z,,2025-06-26T10:03:46Z,15,87,79,541,4,19,3,17.581
org9/repo9,6296,https://github.com/org9/repo9/pull/6296,MERGED,2025-05-08T12:36:54Z,,2025-05-08T18:58:48Z,22,164,49,566,2,11,4,6.365
org4/repo4,7740,https://github.com/org4/repo4/pull/7740,MERGED,2025-09-28T17:37:54Z,,2025-09-29T15:58:47Z,17,45,176,286,3,8,1,22.348
org2/repo2,7757,https://github.com/org2/repo2/pull/7757,MERGED,2024-11-27T17:27:54Z,,2024-11-27T23:01:31Z,8,219,127,1768,3,11,3,5.56
org10/repo10,10110,https://github.com/org10/repo10/pull/10110,MERGED,2024-10-14T19:20:54Z,,2024-10-15T03:03:42Z,17,93,132,547,2,5,1,7.714
org8/repo8,340,https://github.com/org8/repo8/pull/340,MERGED,2024-11-10T05:07:54Z,,2024-11-10T22:17:30Z,12,281,81,426,4,14,1,17.16
org5/repo5,12167,https://github.com/org5/repo5/pull/12167,MERGED,2024-08-27T00:49:54Z,,2024-08-27T01:56:47Z,7,149,22,185,4,15,5,1.115
org7/repo7,2189,https://github.com/org7/repo7/pull/2189,MERGED,2024-10-21T11:37:54Z,,2024-10-21T17:23:47Z,13,141,39,563,4,0,1,5.765
org3/repo3,12304,https://github.com/org3/repo3/pull/12304,MERGED,2025-03-29T17:43:54Z,,2025-03-30T01:00:01Z,5,61,67,1443,3,0,3,7.269
