language,task,threads,run,time_sec,cpu_percent,mem_mb
Java,io_bound,16,5,16.559472182211255,100.0,332.88451807518805
Java,io_bound,16,6,15.59755712956457,100.0,326.117550564047
Java,io_bound,16,7,23.288161478535343,100.0,328.9456572197536
Java,io_bound,16,8,19.00320770483246,100.0,328.63028203866764
Java,io_bound,16,9,14.11045433393699,100.0,343.03013080759024
Java,io_bound,16,10,12.673715521453664,100.0,322.8358597575169
Java,io_bound,32,1,14.779632491087762,100.0,398.2510644420106
Java,io_bound,32,2,22.310787197727414,100.0,402.4834736412156
Java,io_bound,32,3,16.377632816460803,100.0,416.1467992404775
Java,io_bound,32,4,17.532963276579945,100.0,401.90464517545144
Java,io_bound,32,5,11.744416213666067,100.0,410.95117431997585
Java,io_bound,32,6,18.02279556899955,100.0,404.6072541316832
Java,io_bound,32,7,14.303486954602493,100.0,408.29493745578094
Java,io_bound,32,8,10.994528132082063,100.0,416.34238099986896
Java,io_bound,32,9,18.247839997676888,100.0,405.65554061837435
Java,io_bound,32,10,11.829981354570318,100.0,422.26374045825474
Kotlin,matrix_mul,1,1,62.95454371267784,33.23139725097546,235.1404235023333
Kotlin,matrix_mul,1,2,58.17768461244806,32.47325883676326,238.0642518109925
Kotlin,matrix_mul,1,3,56.750184738294394,30.946758621112686,237.41572789071805
Kotlin,matrix_mul,1,4,61.11242916996049,28.10180893153653,214.66051982433945
Kotlin,matrix_mul,1,5,66.3813086457594,33.94814153956937,226.51325926974437
Kotlin,matrix_mul,1,6,59.9561882694402,32.049007565395534,226.0640261176199
Kotlin,matrix_mul,1,7,57.658023190030576,37.34636950784501,230.6456121739341
Kotlin,matrix_mul,1,8,61.011265472173704,31.16613121975223,215.2418639361537
Kotlin,matrix_mul,1,9,68.2196158342074,33.14786136524324,243.18594561414793
Kotlin,matrix_mul,1,10,56.83811477179182,31.451273182098387,230.52936493071533
Kotlin,matrix_mul,2,1,50.60099835346752,43.85505608158546,227.44874401337825
Kotlin,matrix_mul,2,2,52.84522613064023,35.27038693564804,231.3110173657983
Kotlin,matrix_mul,2,3,48.189972498023046,38.67129892463792,228.48961142292336
Kotlin,matrix_mul,2,4,51.611627736671494,37.88314244154367,235.33363952755445
Kotlin,matrix_mul,2,5,51.3516127652037,35.97976936190065,244.15753171617635
Kotlin,matrix_mul,2,6,51.98113078270448,36.91297470366155,231.9478810539834
Kotlin,matrix_mul,2,7,48.317652913458346,34.869539811184865,261.7687311883696
Kotlin,matrix_mul,2,8,53.161411810734144,34.0493203301732,218.8325789749016
Kotlin,matrix_mul,2,9,46.969685150701395,34.202489649747655,216.33367639007204
Kotlin,matrix_mul,2,10,51.63701938207234,32.82555638131999,222.67211169521195
Kotlin,matrix_mul,4,1,39.29774160638321,40.776247893003145,239.68401333009842
Kotlin,matrix_mul,4,2,41.543813149549464,42.54387256227543,252.3076935265865
Kotlin,matrix_mul,4,3,44.7063479704934,43.70362701572941,224.70819393220307
Kotlin,matrix_mul,4,4,36.186284511171316,42.594585834373724,243.44791201232727
Kotlin,matrix_mul,4,5,39.64711940575192,42.85880811494741,237.14055351314033
Kotlin,matrix_mul,4,6,34.15611848509782,42.13311756996993,244.8996476129792
Kotlin,matrix_mul,4,7,46.445207023842066,46.140875600166204,237.5461677289069
Kotlin,matrix_mul,4,8,43.128335811151956,42.258030949682286,246.27075913815878
Kotlin,matrix_mul,4,9,37.6547252678939,39.00099309942607,245.45154192727327
Kotlin,matrix_mul,4,10,42.04389928698161,38.10753922860255,245.0503178387158
Kotlin,matrix_mul,8,1,30.853731179561102,53.56060742910479,264.08055382905593
Kotlin,matrix_mul,8,2,31.77576236020019,53.27773481104968,265.64024523577325
Kotlin,matrix_mul,8,3,30.41534890071353,56.783900108589165,242.38732326996055
Kotlin,matrix_mul,8,4,30.850299209712823,55.31667852706463,244.20534164582799
Kotlin,matrix_mul,8,5,34.958316522731515,53.63346381650908,253.14516103800213
Kotlin,matrix_mul,8,6,33.90449253790239,53.36352783241244,264.33712972703995
Kotlin,matrix_mul,8,7,35.300676379630694,55.13421205857916,260.8157696543242
Kotlin,matrix_mul,8,8,32.678193979585814,52.54616722338983,261.8033511269508
Kotlin,matrix_mul,8,9,32.024572390283275,54.79618416268245,250.83064925579427
Kotlin,matrix_mul,8,10,33.33724819017453,50.120618387732094,274.0799436336094
Kotlin,matrix_mul,16,1,32.70709048709022,79.05298624092116,297.3306916709535
Kotlin,matrix_mul,16,2,30.756723149671707,78.16760613209097,281.27661103312494
Kotlin,matrix_mul,16,3,25.2814979572323,78.16013365830848,301.28726442161565
Kotlin,matrix_mul,16,4,26.73250998587713,76.71943899207399,307.4597380062671
Kotlin,matrix_mul,16,5,26.30222981804342,79.87257863066296,307.50018376745834
Kotlin,matrix_mul,16,6,27.99972592228455,82.60134902542,305.6949746700698
Kotlin,matrix_mul,16,7,32.63810005036904,80.52850056602946,292.38162786647007
Kotlin,matrix_mul,16,8,27.175020312237237,74.49736914015612,306.2889411077315
Kotlin,matrix_mul,16,9,29.017376599207925,75.32372114000472,294.9939315037011
Kotlin,matrix_mul,16,10,28.534806096496364,81.41664694761073,290.29000551678894
Kotlin,matrix_mul,32,1,22.25665285864238,100.0,392.2165541672322
Kotlin,matrix_mul,32,2,25.625747753997256,100.0,382.0485141954335
Kotlin,matrix_mul,32,3,25.92576553680836,100.0,382.3547701944112
Kotlin,matrix_mul,32,4,24.450154870440084,100.0,350.5065650185744
Kotlin,matrix_mul,32,5,26.018552370728457,100.0,392.9762248958513
Kotlin,matrix_mul,32,6,19.053849655487387,100.0,400.6088173967665
Kotlin,matrix_mul,32,7,23.390943910167813,100.0,386.76294028923184
Kotlin,matrix_mul,32,8,22.154581402692106,100.0,385.28827604204963
Kotlin,matrix_mul,32,9,25.188029636981046,100.0,388.6941687903542
Kotlin,matrix_mul,32,10,23.96264754454334,100.0,378.9674127916133
Kotlin,io_bound,1,1,30.44737953334243,31.998446198255273,221.10698629618093
Kotlin,io_bound,1,2,32.44893768030729,33.25732860759024,226.53694305281368
Kotlin,io_bound,1,3,35.20485944577113,33.25706333331086,227.52529866032378
Kotlin,io_bound,1,4,31.04857328344359,35.00429089631528,219.74585015690036
Kotlin,io_bound,1,5,31.20828646465978,36.66262720653396,215.76970667901796
Kotlin,io_bound,1,6,35.97210233144408,31.215697604671654,248.00740002905246
Kotlin,io_bound,1,7,31.41719337341679,34.027519263076954,231.2358694348285
Kotlin,io_bound,1,8,38.33810705249058,36.880957341045864,230.43237129287502
Kotlin,io_bound,1,9,35.389062008545835,36.324028981104036,213.10797499845432
Kotlin,io_bound,1,10,34.15128161862707,31.921672189737794,210.6260439577598
Kotlin,io_bound,2,1,28.219359959766898,35.099091085410144,224.83121768385308
Kotlin,io_bound,2,2,27.368640798557276,36.632847609157075,236.03334657291674
Kotlin,io_bound,2,3,23.17177341004072,35.778211841349055,232.4128940396658
Kotlin,io_bound,2,4,25.90761247453613,35.51777469530683,232.36360537320826
Kotlin,io_bound,2,5,28.02970997730218,38.092651959043124,227.26908144119926
Kotlin,io_bound,2,6,26.05104574086007,35.38687339098156,228.3775733527743
Kotlin,io_bound,2,7,24.405851214142604,37.41680298690683,245.20743040431242
Kotlin,io_bound,2,8,28.526577351391293,34.633867340577325,220.4968713370349
Kotlin,io_bound,2,9,28.857677609164398,35.74785663277981,233.98204888062182
Kotlin,io_bound,2,10,28.080463221755373,35.47171715617896,225.47787925689076
Kotlin,io_bound,4,1,24.737392136025072,40.968833003086175,234.08797678020747
Kotlin,io_bound,4,2,25.153023570122038,40.057124952506214,258.4080991349219
Kotlin,io_bound,4,3,22.92442991521926,41.45183211309566,222.15074310041848
Kotlin,io_bound,4,4,25.405806277067537,40.2525657204254,229.84365579863058
Kotlin,io_bound,4,5,21.229055605929297,44.93124233505097,229.93780937890722
Kotlin,io_bound,4,6,19.756342930716894,43.50553828592223,235.09491473494097
Kotlin,io_bound,4,7,20.88876958743925,40.60160827771441,243.52360939271603
Kotlin,io_bound,4,8,22.66709401287402,40.13931658599853,248.45399560277392
Kotlin,io_bound,4,9,22.51220336280988,43.6899259109152,258.5083394768013
Kotlin,io_bound,4,10,22.529008940476373,39.261641955675934,248.8720352334213
Kotlin,io_bound,8,1,18.51485277297956,53.85169058976987,259.5143521215205
Kotlin,io_bound,8,2,22.176923585964325,53.13341015219184,273.91035456088787
Kotlin,io_bound,8,3,20.932491450961884,53.50515306936651,263.0227074637953
Kotlin,io_bound,8,4,20.103800310569127,52.11526299249129,247.33617187547196
Kotlin,io_bound,8,5,21.283607861805784,52.55979551049965,244.0604846249501
Kotlin,io_bound,8,6,17.345365778504288,52.082592331063445,267.94336400065305
Kotlin,io_bound,8,7,13.656535719679546,55.08742050691614,269.251663642077
Kotlin,io_bound,8,8,14.062973414521252,53.2008153073838,274.1734264438021
Kotlin,io_bound,8,9,15.779033222632975,57.689610031824095,272.5316820950413
Kotlin,io_bound,8,10,13.999061974903059,53.94453215088524,273.7523596086826
Kotlin,io_bound,16,1,15.417804543309888,76.66423964184986,271.31982471023366
Kotlin,io_bound,16,2,16.12549468403393,80.57431061569373,294.2569401151436
Kotlin,io_bound,16,3,16.97940899346271,78.79209917997095,305.88798189750423
Kotlin,io_bound,16,4,11.648157663334805,82.05984522610191,294.98055483725494
Kotlin,io_bound,16,5,15.015575356868041,75.00756740865724,300.1144771385211
Kotlin,io_bound,16,6,16.75176700950324,82.1024277609503,296.31234667489275
Kotlin,io_bound,16,7,10.425665019652556,78.295362322842,298.1900160803728
Kotlin,io_bound,16,8,15.967606216541624,77.20676915646399,295.9976337043745
Kotlin,io_bound,16,9,13.018742054882916,77.51111910821491,312.1945742824839
Kotlin,io_bound,16,10,14.192537578530402,79.72236774621562,296.65496306505696
Kotlin,io_bound,32,1,13.741737316661423,100.0,387.54084973822745
Kotlin,io_bound,32,2,12.409882452440424,100.0,371.14575398293925
Kotlin,io_bound,32,3,9.420376988901143,100.0,389.546441561162
Kotlin,io_bound,32,4,10.860143443492955,100.0,390.87553292532147
Kotlin,io_bound,32,5,11.36932897987646,100.0,386.8587924220229
Kotlin,io_bound,32,6,14.820595062720749,100.0,382.0464738060713
Kotlin,io_bound,32,7,12.465098370344604,100.0,392.39452315534527
Kotlin,io_bound,32,8,10.80391167185497,100.0,385.19140256692685
Kotlin,io_bound,32,9,13.692332372529942,100.0,394.9674411144875
Kotlin,io_bound,32,10,8.810234312991033,100.0,389.17173408574797
